Date,City,Country,% Change In Waze Driven Miles/KMs
"Apr 16, 2020",London,United Kingdom,-0.67
"Apr 16, 2020",New York,United States,-0.66
"Apr 16, 2020",Sao Paulo,Brazil,-0.6
"Apr 16, 2020",Prague,Czechia,-0.44
"Apr 15, 2020",Paris,France,-0.78
"Apr 15, 2020",San Francisco,United States,-0.75
"Apr 15, 2020",London,United Kingdom,-0.66
"Apr 15, 2020",New York,United States,-0.65
"Apr 15, 2020",Sao Paulo,Brazil,-0.6
"Apr 15, 2020",Prague,Czechia,-0.43
"Apr 14, 2020",Paris,France,-0.77
"Apr 14, 2020",San Francisco,United States,-0.76
"Apr 14, 2020",New York,United States,-0.65
"Apr 14, 2020",London,United Kingdom,-0.65
"Apr 14, 2020",Sao Paulo,Brazil,-0.56
"Apr 14, 2020",Prague,Czechia,-0.39
"Apr 13, 2020",Paris,France,-0.87
"Apr 13, 2020",London,United Kingdom,-0.75
"Apr 13, 2020",San Francisco,United States,-0.71
"Apr 13, 2020",New York,United States,-0.7
"Apr 13, 2020",Prague,Czechia,-0.53
"Apr 13, 2020",Sao Paulo,Brazil,-0.51
"Apr 12, 2020",Paris,France,-0.92
"Apr 12, 2020",London,United Kingdom,-0.81
"Apr 12, 2020",San Francisco,United States,-0.77
"Apr 12, 2020",New York,United States,-0.75
"Apr 12, 2020",Sao Paulo,Brazil,-0.63
"Apr 12, 2020",Prague,Czechia,-0.63
"Apr 11, 2020",Paris,France,-0.89
"Apr 11, 2020",London,United Kingdom,-0.77
"Apr 11, 2020",San Francisco,United States,-0.76
"Apr 11, 2020",New York,United States,-0.72
"Apr 11, 2020",Sao Paulo,Brazil,-0.65
"Apr 11, 2020",Prague,Czechia,-0.59
"Apr 10, 2020",Paris,France,-0.82
"Apr 10, 2020",San Francisco,United States,-0.75
"Apr 10, 2020",London,United Kingdom,-0.74
"Apr 10, 2020",Sao Paulo,Brazil,-0.72
"Apr 10, 2020",New York,United States,-0.7
"Apr 10, 2020",Prague,Czechia,-0.68
"Apr 9, 2020",Paris,France,-0.81
"Apr 9, 2020",San Francisco,United States,-0.75
"Apr 9, 2020",New York,United States,-0.7
"Apr 9, 2020",London,United Kingdom,-0.64
"Apr 9, 2020",Sao Paulo,Brazil,-0.55
"Apr 9, 2020",Prague,Czechia,-0.47
"Apr 8, 2020",Paris,France,-0.79
"Apr 8, 2020",San Francisco,United States,-0.77
"Apr 8, 2020",New York,United States,-0.67
"Apr 8, 2020",London,United Kingdom,-0.65
"Apr 8, 2020",Sao Paulo,Brazil,-0.59
"Apr 8, 2020",Prague,Czechia,-0.48
"Apr 7, 2020",Paris,France,-0.79
"Apr 7, 2020",San Francisco,United States,-0.74
"Apr 7, 2020",New York,United States,-0.67
"Apr 7, 2020",London,United Kingdom,-0.65
"Apr 7, 2020",Sao Paulo,Brazil,-0.56
"Apr 7, 2020",Prague,Czechia,-0.47
"Apr 6, 2020",Paris,France,-0.79
"Apr 6, 2020",San Francisco,United States,-0.72
"Apr 6, 2020",New York,United States,-0.68
"Apr 6, 2020",London,United Kingdom,-0.65
"Apr 6, 2020",Sao Paulo,Brazil,-0.52
"Apr 6, 2020",Prague,Czechia,-0.47
"Apr 5, 2020",Paris,France,-0.92
"Apr 5, 2020",San Francisco,United States,-0.8
"Apr 5, 2020",London,United Kingdom,-0.8
"Apr 5, 2020",New York,United States,-0.75
"Apr 5, 2020",Sao Paulo,Brazil,-0.67
"Apr 5, 2020",Prague,Czechia,-0.6
"Apr 4, 2020",Paris,France,-0.89
"Apr 4, 2020",London,United Kingdom,-0.76
"Apr 4, 2020",San Francisco,United States,-0.76
"Apr 4, 2020",New York,United States,-0.73
"Apr 4, 2020",Sao Paulo,Brazil,-0.66
"Apr 4, 2020",Prague,Czechia,-0.64
"Apr 3, 2020",Paris,France,-0.83
"Apr 3, 2020",San Francisco,United States,-0.75
"Apr 3, 2020",New York,United States,-0.68
"Apr 3, 2020",London,United Kingdom,-0.67
"Apr 3, 2020",Sao Paulo,Brazil,-0.62
"Apr 3, 2020",Prague,Czechia,-0.56
"Apr 2, 2020",Paris,France,-0.82
"Apr 2, 2020",San Francisco,United States,-0.75
"Apr 2, 2020",New York,United States,-0.67
"Apr 2, 2020",London,United Kingdom,-0.67
"Apr 2, 2020",Sao Paulo,Brazil,-0.65
"Apr 2, 2020",Prague,Czechia,-0.56
"Apr 1, 2020",Paris,France,-0.81
"Apr 1, 2020",San Francisco,United States,-0.73
"Apr 1, 2020",New York,United States,-0.66
"Apr 1, 2020",London,United Kingdom,-0.66
"Apr 1, 2020",Sao Paulo,Brazil,-0.64
"Apr 1, 2020",Prague,Czechia,-0.54
"Mar 31, 2020",Paris,France,-0.81
"Mar 31, 2020",San Francisco,United States,-0.76
"Mar 31, 2020",New York,United States,-0.67
"Mar 31, 2020",London,United Kingdom,-0.65
"Mar 31, 2020",Sao Paulo,Brazil,-0.61
"Mar 31, 2020",Prague,Czechia,-0.54
"Mar 30, 2020",Paris,France,-0.81
"Mar 30, 2020",San Francisco,United States,-0.72
"Mar 30, 2020",New York,United States,-0.68
"Mar 30, 2020",London,United Kingdom,-0.66
"Mar 30, 2020",Sao Paulo,Brazil,-0.58
"Mar 30, 2020",Prague,Czechia,-0.53
"Mar 29, 2020",Paris,France,-0.92
"Mar 29, 2020",London,United Kingdom,-0.81
"Mar 29, 2020",San Francisco,United States,-0.8
"Mar 29, 2020",New York,United States,-0.76
"Mar 29, 2020",Sao Paulo,Brazil,-0.72
"Mar 29, 2020",Prague,Czechia,-0.66
"Mar 28, 2020",Paris,France,-0.91
"Mar 28, 2020",San Francisco,United States,-0.78
"Mar 28, 2020",London,United Kingdom,-0.76
"Mar 28, 2020",New York,United States,-0.73
"Mar 28, 2020",Sao Paulo,Brazil,-0.7
"Mar 28, 2020",Prague,Czechia,-0.61
"Mar 27, 2020",Paris,France,-0.85
"Mar 27, 2020",San Francisco,United States,-0.75
"Mar 27, 2020",London,United Kingdom,-0.66
"Mar 27, 2020",Sao Paulo,Brazil,-0.65
"Mar 27, 2020",New York,United States,-0.65
"Mar 27, 2020",Prague,Czechia,-0.57
"Mar 26, 2020",Paris,France,-0.83
"Mar 26, 2020",San Francisco,United States,-0.75
"Mar 26, 2020",Sao Paulo,Brazil,-0.68
"Mar 26, 2020",New York,United States,-0.65
"Mar 26, 2020",London,United Kingdom,-0.65
"Mar 26, 2020",Prague,Czechia,-0.61
"Mar 25, 2020",Paris,France,-0.83
"Mar 25, 2020",San Francisco,United States,-0.78
"Mar 25, 2020",Sao Paulo,Brazil,-0.67
"Mar 25, 2020",New York,United States,-0.65
"Mar 25, 2020",London,United Kingdom,-0.62
"Mar 25, 2020",Prague,Czechia,-0.58
"Mar 24, 2020",Paris,France,-0.83
"Mar 24, 2020",San Francisco,United States,-0.75
"Mar 24, 2020",New York,United States,-0.64
"Mar 24, 2020",Sao Paulo,Brazil,-0.62
"Mar 24, 2020",Prague,Czechia,-0.6
"Mar 24, 2020",London,United Kingdom,-0.54
"Mar 23, 2020",Paris,France,-0.81
"Mar 23, 2020",San Francisco,United States,-0.71
"Mar 23, 2020",New York,United States,-0.64
"Mar 23, 2020",Prague,Czechia,-0.56
"Mar 23, 2020",Sao Paulo,Brazil,-0.52
"Mar 23, 2020",London,United Kingdom,-0.42
"Mar 22, 2020",Paris,France,-0.92
"Mar 22, 2020",San Francisco,United States,-0.77
"Mar 22, 2020",Prague,Czechia,-0.69
"Mar 22, 2020",Sao Paulo,Brazil,-0.69
"Mar 22, 2020",New York,United States,-0.66
"Mar 22, 2020",London,United Kingdom,-0.6
"Mar 21, 2020",Paris,France,-0.9
"Mar 21, 2020",San Francisco,United States,-0.75
"Mar 21, 2020",Prague,Czechia,-0.7
"Mar 21, 2020",Sao Paulo,Brazil,-0.61
"Mar 21, 2020",New York,United States,-0.58
"Mar 21, 2020",London,United Kingdom,-0.52
"Mar 20, 2020",Paris,France,-0.83
"Mar 20, 2020",San Francisco,United States,-0.74
"Mar 20, 2020",Prague,Czechia,-0.59
"Mar 20, 2020",New York,United States,-0.49
"Mar 20, 2020",Sao Paulo,Brazil,-0.44
"Mar 20, 2020",London,United Kingdom,-0.32
"Mar 19, 2020",Paris,France,-0.81
"Mar 19, 2020",San Francisco,United States,-0.67
"Mar 19, 2020",Prague,Czechia,-0.61
"Mar 19, 2020",New York,United States,-0.43
"Mar 19, 2020",Sao Paulo,Brazil,-0.38
"Mar 19, 2020",London,United Kingdom,-0.21
"Mar 18, 2020",Paris,France,-0.79
"Mar 18, 2020",San Francisco,United States,-0.69
"Mar 18, 2020",Prague,Czechia,-0.59
"Mar 18, 2020",New York,United States,-0.35
"Mar 18, 2020",Sao Paulo,Brazil,-0.32
"Mar 18, 2020",London,United Kingdom,-0.2
"Mar 17, 2020",San Francisco,United States,-0.66
"Mar 17, 2020",Paris,France,-0.59
"Mar 17, 2020",Prague,Czechia,-0.56
"Mar 17, 2020",New York,United States,-0.31
"Mar 17, 2020",London,United Kingdom,-0.14
"Mar 17, 2020",Sao Paulo,Brazil,-0.14
"Mar 16, 2020",Prague,Czechia,-0.46
"Mar 16, 2020",San Francisco,United States,-0.42
"Mar 16, 2020",New York,United States,-0.23
"Mar 16, 2020",Paris,France,-0.2
"Mar 16, 2020",London,United Kingdom,-0.16
"Mar 16, 2020",Sao Paulo,Brazil,0.07
"Mar 15, 2020",San Francisco,United States,-0.5
"Mar 15, 2020",Prague,Czechia,-0.39
"Mar 15, 2020",Paris,France,-0.39
"Mar 15, 2020",New York,United States,-0.3
"Mar 15, 2020",London,United Kingdom,-0.17
"Mar 15, 2020",Sao Paulo,Brazil,-0.01
"Mar 14, 2020",San Francisco,United States,-0.48
"Mar 14, 2020",Prague,Czechia,-0.47
"Mar 14, 2020",Paris,France,-0.31
"Mar 14, 2020",New York,United States,-0.24
"Mar 14, 2020",London,United Kingdom,-0.11
"Mar 14, 2020",Sao Paulo,Brazil,-0.02
"Mar 13, 2020",San Francisco,United States,-0.29
"Mar 13, 2020",Prague,Czechia,-0.21
"Mar 13, 2020",Paris,France,-0.15
"Mar 13, 2020",New York,United States,-0.11
"Mar 13, 2020",London,United Kingdom,-0.07
"Mar 13, 2020",Sao Paulo,Brazil,-0.01
"Mar 12, 2020",San Francisco,United States,-0.21
"Mar 12, 2020",Prague,Czechia,-0.12
"Mar 12, 2020",New York,United States,-0.05
"Mar 12, 2020",Paris,France,-0.05
"Mar 12, 2020",London,United Kingdom,-0.03
"Mar 12, 2020",Sao Paulo,Brazil,0
"Mar 11, 2020",San Francisco,United States,-0.14
"Mar 11, 2020",Prague,Czechia,-0.05
"Mar 11, 2020",London,United Kingdom,-0.03
"Mar 11, 2020",Paris,France,-0.03
"Mar 11, 2020",New York,United States,-0.02
"Mar 11, 2020",Sao Paulo,Brazil,0.02
"Mar 10, 2020",San Francisco,United States,-0.1
"Mar 10, 2020",New York,United States,-0.05
"Mar 10, 2020",Paris,France,-0.05
"Mar 10, 2020",London,United Kingdom,-0.01
"Mar 10, 2020",Prague,Czechia,0.03
"Mar 10, 2020",Sao Paulo,Brazil,0.12
"Mar 9, 2020",San Francisco,United States,-0.08
"Mar 9, 2020",Paris,France,-0.06
"Mar 9, 2020",New York,United States,-0.04
"Mar 9, 2020",London,United Kingdom,-0.01
"Mar 9, 2020",Prague,Czechia,0.02
"Mar 9, 2020",Sao Paulo,Brazil,0.21
"Mar 8, 2020",Paris,France,-0.12
"Mar 8, 2020",San Francisco,United States,-0.12
"Mar 8, 2020",London,United Kingdom,-0.01
"Mar 8, 2020",New York,United States,0
"Mar 8, 2020",Prague,Czechia,0.04
"Mar 8, 2020",Sao Paulo,Brazil,0.18
"Mar 7, 2020",San Francisco,United States,-0.16
"Mar 7, 2020",Paris,France,-0.13
"Mar 7, 2020",Prague,Czechia,-0.1
"Mar 7, 2020",New York,United States,0.01
"Mar 7, 2020",London,United Kingdom,0.01
"Mar 7, 2020",Sao Paulo,Brazil,0.12
"Mar 6, 2020",Paris,France,-0.06
"Mar 6, 2020",San Francisco,United States,-0.04
"Mar 6, 2020",Prague,Czechia,-0.03
"Mar 6, 2020",London,United Kingdom,-0.01
"Mar 6, 2020",Sao Paulo,Brazil,0.01
"Mar 6, 2020",New York,United States,0.01
"Mar 5, 2020",Prague,Czechia,-0.04
"Mar 5, 2020",San Francisco,United States,-0.01
"Mar 5, 2020",Sao Paulo,Brazil,-0.01
"Mar 5, 2020",Paris,France,0
"Mar 5, 2020",London,United Kingdom,0.04
"Mar 5, 2020",New York,United States,0.04
"Mar 4, 2020",Sao Paulo,Brazil,-0.03
"Mar 4, 2020",San Francisco,United States,-0.02
"Mar 4, 2020",Paris,France,0.01
"Mar 4, 2020",London,United Kingdom,0.02
"Mar 4, 2020",Prague,Czechia,0.02
"Mar 4, 2020",New York,United States,0.04
"Mar 3, 2020",San Francisco,United States,-0.07
"Mar 3, 2020",New York,United States,-0.01
"Mar 3, 2020",London,United Kingdom,0
"Mar 3, 2020",Paris,France,0
"Mar 3, 2020",Prague,Czechia,0.01
"Mar 3, 2020",Sao Paulo,Brazil,0.09
"Mar 2, 2020",Paris,France,-0.03
"Mar 2, 2020",London,United Kingdom,-0.01
"Mar 2, 2020",Prague,Czechia,0.01
"Mar 2, 2020",New York,United States,0.04
"Mar 2, 2020",San Francisco,United States,0.08
"Mar 2, 2020",Sao Paulo,Brazil,0.12
"Mar 1, 2020",Paris,France,-0.11
"Mar 1, 2020",San Francisco,United States,-0.06
"Mar 1, 2020",New York,United States,0.04
"Mar 1, 2020",London,United Kingdom,0.05
"Mar 1, 2020",Prague,Czechia,0.06
"Mar 1, 2020",Sao Paulo,Brazil,0.07
